"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","DRR751831","DRR751832","DRR751833","DRR751834","DRR751835","DRR751836","DRR751837","DRR751838","DRR751839","DRR751840","DRR751841"
"dmsA","","Dimethyl sulfoxide reductase DmsA","11","11","1","1","2970","","","","2444","2444","2444","IFAABLLP_01874","KILBOEPI_03625","HAOMLHEB_03672","GMHKIMCO_03755","FEMKLHDF_02478","FAHJDOHN_00608","PKFAGLNB_00814","DHLPIOKO_01377","MMGGOMGI_02049","COBIJBHN_00138","MMKPNOMF_02046"
"nanT","","Sialic acid transporter NanT","11","11","1","1","1564","","","","1490","1490","1490","IFAABLLP_01961","KILBOEPI_01879","HAOMLHEB_02022","GMHKIMCO_02008","FEMKLHDF_01073","FAHJDOHN_02085","PKFAGLNB_02665","DHLPIOKO_01464","MMGGOMGI_00376","COBIJBHN_02055","MMKPNOMF_00567"
"nupG","","Nucleoside permease NupG","11","11","1","1","294","","","","1256","1256","1256","IFAABLLP_01793","KILBOEPI_01694","HAOMLHEB_01583","GMHKIMCO_01696","FEMKLHDF_03172","FAHJDOHN_01274","PKFAGLNB_01320","DHLPIOKO_00585","MMGGOMGI_03341","COBIJBHN_03667","MMKPNOMF_02693"
"group_609","","hypothetical protein","11","11","1","1","510","","","","866","878","876","IFAABLLP_00077","KILBOEPI_00123","HAOMLHEB_00383","GMHKIMCO_00354","FEMKLHDF_02266","FAHJDOHN_02936","PKFAGLNB_03336","DHLPIOKO_00078","MMGGOMGI_01745","COBIJBHN_02683","MMKPNOMF_01748"
"ispG","","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)","11","11","1","1","3711","","","","1118","1118","1118","IFAABLLP_00311","KILBOEPI_01511","HAOMLHEB_00572","GMHKIMCO_00509","FEMKLHDF_01821","FAHJDOHN_01009","PKFAGLNB_01023","DHLPIOKO_01886","MMGGOMGI_01558","COBIJBHN_02420","MMKPNOMF_01561"
"allA","","Ureidoglycolate lyase","11","11","1","1","4345","","","","482","482","482","IFAABLLP_03896","KILBOEPI_03989","HAOMLHEB_03858","GMHKIMCO_03882","FEMKLHDF_03471","FAHJDOHN_04019","PKFAGLNB_03985","DHLPIOKO_03596","MMGGOMGI_04204","COBIJBHN_03987","MMKPNOMF_04352"
"mtlA_2","","PTS system mannitol-specific EIICBA component","11","11","1","1","1092","","","","1913","1913","1913","IFAABLLP_03069","KILBOEPI_03098","HAOMLHEB_02995","GMHKIMCO_03362","FEMKLHDF_02077","FAHJDOHN_01647","PKFAGLNB_02127","DHLPIOKO_02947","MMGGOMGI_02375","COBIJBHN_01315","MMKPNOMF_02491"
"mdoD","","Glucans biosynthesis protein D","11","11","1","1","6054","","","","1619","1619","1619","IFAABLLP_03384","KILBOEPI_03696","HAOMLHEB_00199","GMHKIMCO_00033","FEMKLHDF_02037","FAHJDOHN_03575","PKFAGLNB_03618","DHLPIOKO_03267","MMGGOMGI_03350","COBIJBHN_04071","MMKPNOMF_03238"
"lon_2","","Lon protease","11","11","1","1","2861","","","","1760","1760","1760","IFAABLLP_03983","KILBOEPI_04061","HAOMLHEB_03978","GMHKIMCO_04075","FEMKLHDF_03674","FAHJDOHN_00672","PKFAGLNB_00750","DHLPIOKO_03763","MMGGOMGI_03717","COBIJBHN_00030","MMKPNOMF_03782"
"gltD","","Glutamate synthase [NADPH] small chain","11","11","1","1","1571","","","","1418","1418","1418","IFAABLLP_01967","KILBOEPI_01885","HAOMLHEB_02016","GMHKIMCO_02002","FEMKLHDF_01068","FAHJDOHN_02079","PKFAGLNB_02659","DHLPIOKO_01470","MMGGOMGI_00381","COBIJBHN_02061","MMKPNOMF_00562"
"uspG","","Universal stress protein UP12","11","11","1","1","6190","","","","428","428","428","IFAABLLP_01445","KILBOEPI_02316","HAOMLHEB_02452","GMHKIMCO_02459","FEMKLHDF_02921","FAHJDOHN_01986","PKFAGLNB_02452","DHLPIOKO_02023","MMGGOMGI_02660","COBIJBHN_02180","MMKPNOMF_02768"
"group_6097","","hypothetical protein","11","11","1","1","2467","","","","362","362","362","IFAABLLP_04878","KILBOEPI_05008","HAOMLHEB_05095","GMHKIMCO_05097","FEMKLHDF_03434","FAHJDOHN_03426","PKFAGLNB_03544","DHLPIOKO_04705","MMGGOMGI_05002","COBIJBHN_04540","MMKPNOMF_05283"
"melR_1","","HTH-type transcriptional repressor MelR","11","11","1","1","1713","","","","983","983","983","IFAABLLP_01022","KILBOEPI_00310","HAOMLHEB_00916","GMHKIMCO_00892","FEMKLHDF_00921","FAHJDOHN_00374","PKFAGLNB_00627","DHLPIOKO_00311","MMGGOMGI_00527","COBIJBHN_01474","MMKPNOMF_00416"
"qseE","","Sensor histidine kinase QseE","11","11","1","1","3669","","","","1382","1382","1382","IFAABLLP_00354","KILBOEPI_01467","HAOMLHEB_00615","GMHKIMCO_00466","FEMKLHDF_01866","FAHJDOHN_01054","PKFAGLNB_00978","DHLPIOKO_01929","MMGGOMGI_01603","COBIJBHN_02375","MMKPNOMF_01606"
"group_610","","hypothetical protein","11","11","1","1","505","","","","653","1016","983","IFAABLLP_00083","KILBOEPI_00117","HAOMLHEB_00377","GMHKIMCO_00348","FEMKLHDF_02272","FAHJDOHN_02942","PKFAGLNB_03342","DHLPIOKO_00084","MMGGOMGI_01739","COBIJBHN_02676","MMKPNOMF_01742"
"araD","","L-ribulose-5-phosphate 4-epimerase AraD","11","11","1","1","5501","","","","695","695","695","IFAABLLP_01358","KILBOEPI_03348","HAOMLHEB_01400","GMHKIMCO_01331","FEMKLHDF_01366","FAHJDOHN_00149","PKFAGLNB_00099","DHLPIOKO_00949","MMGGOMGI_01104","COBIJBHN_01051","MMKPNOMF_01106"
"tnaA","","Tryptophanase","11","11","1","1","1262","","","","1415","1415","1415","IFAABLLP_02325","KILBOEPI_01996","HAOMLHEB_02132","GMHKIMCO_02251","FEMKLHDF_02191","FAHJDOHN_01763","PKFAGLNB_02010","DHLPIOKO_01703","MMGGOMGI_03052","COBIJBHN_01447","MMKPNOMF_03159"
"ecdB","","putative UbiX-like flavin prenyltransferase","11","11","1","1","2345","","","","593","593","593","IFAABLLP_01616","KILBOEPI_01378","HAOMLHEB_01497","GMHKIMCO_01611","FEMKLHDF_03299","FAHJDOHN_01873","PKFAGLNB_02217","DHLPIOKO_00671","MMGGOMGI_04773","COBIJBHN_01254","MMKPNOMF_04891"
"acrR_1","","HTH-type transcriptional regulator AcrR","11","11","1","1","1515","","","","662","662","662","IFAABLLP_01914","KILBOEPI_01832","HAOMLHEB_02069","GMHKIMCO_02055","FEMKLHDF_01111","FAHJDOHN_02132","PKFAGLNB_02712","DHLPIOKO_01417","MMGGOMGI_00337","COBIJBHN_02007","MMKPNOMF_00606"
"ansA","","L-asparaginase 1","11","11","1","1","5230","","","","1016","1016","1016","IFAABLLP_03534","KILBOEPI_01762","HAOMLHEB_00226","GMHKIMCO_02537","FEMKLHDF_00226","FAHJDOHN_02233","PKFAGLNB_02742","DHLPIOKO_02878","MMGGOMGI_00225","COBIJBHN_00458","MMKPNOMF_00225"
"sorB_2","","PTS system sorbose-specific EIIB component","11","11","1","1","1646","","","","476","476","476","IFAABLLP_00955","KILBOEPI_00378","HAOMLHEB_00983","GMHKIMCO_00825","FEMKLHDF_00987","FAHJDOHN_00439","PKFAGLNB_00692","DHLPIOKO_00378","MMGGOMGI_00462","COBIJBHN_03322","MMKPNOMF_00481"
"group_6106","","hypothetical protein","11","11","1","1","5059","","","","665","665","665","IFAABLLP_02405","KILBOEPI_02695","HAOMLHEB_02678","GMHKIMCO_02887","FEMKLHDF_00365","FAHJDOHN_03291","PKFAGLNB_01869","DHLPIOKO_02556","MMGGOMGI_01844","COBIJBHN_00310","MMKPNOMF_01841"
"phnI","","Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI","11","11","1","1","500","","","","1064","1064","1064","IFAABLLP_00089","KILBOEPI_00111","HAOMLHEB_00371","GMHKIMCO_00342","FEMKLHDF_02278","FAHJDOHN_02948","PKFAGLNB_03348","DHLPIOKO_00090","MMGGOMGI_01733","COBIJBHN_02670","MMKPNOMF_01736"
"clsB","","Cardiolipin synthase B","11","11","1","1","6453","","","","1241","1241","1241","IFAABLLP_04579","KILBOEPI_04787","HAOMLHEB_04588","GMHKIMCO_04639","FEMKLHDF_03780","FAHJDOHN_00497","PKFAGLNB_00925","DHLPIOKO_03632","MMGGOMGI_03602","COBIJBHN_00267","MMKPNOMF_03650"
"fucK","","L-fuculokinase","11","11","1","1","2276","","","","1418","1418","1418","IFAABLLP_01547","KILBOEPI_01309","HAOMLHEB_01567","GMHKIMCO_01680","FEMKLHDF_03573","FAHJDOHN_01805","PKFAGLNB_02148","DHLPIOKO_00602","MMGGOMGI_03498","COBIJBHN_01184","MMKPNOMF_03555"
"flgD","","Basal-body rod modification protein FlgD","11","11","1","1","1386","","","","695","695","695","IFAABLLP_02656","KILBOEPI_02544","HAOMLHEB_02239","GMHKIMCO_02660","FEMKLHDF_03035","FAHJDOHN_02768","PKFAGLNB_03071","DHLPIOKO_02306","MMGGOMGI_02870","COBIJBHN_03632","MMKPNOMF_02977"
"amn","","AMP nucleosidase","11","11","1","1","62","","","","1454","1454","1454","IFAABLLP_03775","KILBOEPI_03824","HAOMLHEB_03734","GMHKIMCO_03801","FEMKLHDF_04631","FAHJDOHN_04710","PKFAGLNB_04742","DHLPIOKO_03436","MMGGOMGI_04433","COBIJBHN_01870","MMKPNOMF_04592"
"macB","","Macrolide export ATP-binding/permease protein MacB","11","11","1","1","3044","","","","1946","1946","1946","IFAABLLP_01857","KILBOEPI_03452","HAOMLHEB_02788","GMHKIMCO_02963","FEMKLHDF_02445","FAHJDOHN_00591","PKFAGLNB_00831","DHLPIOKO_01360","MMGGOMGI_02018","COBIJBHN_00171","MMKPNOMF_02015"
"preA","","NAD-dependent dihydropyrimidine dehydrogenase subunit PreA","11","11","1","1","6577","","","","1235","1235","1235","IFAABLLP_03101","KILBOEPI_03197","HAOMLHEB_01805","GMHKIMCO_01918","FEMKLHDF_00669","FAHJDOHN_00786","PKFAGLNB_00344","DHLPIOKO_03812","MMGGOMGI_00780","COBIJBHN_02929","MMKPNOMF_00683"
"group_6114","","hypothetical protein","11","11","1","1","6566","","","","1049","1049","1049","IFAABLLP_03112","KILBOEPI_03208","HAOMLHEB_01794","GMHKIMCO_01907","FEMKLHDF_00680","FAHJDOHN_00775","PKFAGLNB_00333","DHLPIOKO_03801","MMGGOMGI_00769","COBIJBHN_02914","MMKPNOMF_00694"
"norV","","Anaerobic nitric oxide reductase flavorubredoxin","11","11","1","1","2386","","","","1439","1439","1439","IFAABLLP_01653","KILBOEPI_01415","HAOMLHEB_01460","GMHKIMCO_01574","FEMKLHDF_03263","FAHJDOHN_01910","PKFAGLNB_02254","DHLPIOKO_00708","MMGGOMGI_03782","COBIJBHN_01293","MMKPNOMF_03839"
"hflX","","GTPase HflX","11","11","1","1","2627","","","","1280","1280","1280","IFAABLLP_03300","KILBOEPI_01816","HAOMLHEB_03325","GMHKIMCO_03520","FEMKLHDF_01129","FAHJDOHN_04289","PKFAGLNB_04261","DHLPIOKO_03497","MMGGOMGI_01056","COBIJBHN_01880","MMKPNOMF_01058"
"sseA","","3-mercaptopyruvate sulfurtransferase","11","11","1","1","3705","","","","845","845","845","IFAABLLP_00317","KILBOEPI_01505","HAOMLHEB_00578","GMHKIMCO_00503","FEMKLHDF_01827","FAHJDOHN_01015","PKFAGLNB_01017","DHLPIOKO_01892","MMGGOMGI_01564","COBIJBHN_02414","MMKPNOMF_01567"
"lysC","","Lysine-sensitive aspartokinase 3","11","11","1","1","411","","","","1349","1349","1349","IFAABLLP_00173","KILBOEPI_00027","HAOMLHEB_00287","GMHKIMCO_00258","FEMKLHDF_02366","FAHJDOHN_03468","PKFAGLNB_03586","DHLPIOKO_00174","MMGGOMGI_01645","COBIJBHN_03524","MMKPNOMF_01648"
"marR","","Multiple antibiotic resistance protein MarR","11","11","1","1","4818","","","","434","434","434","IFAABLLP_04159","KILBOEPI_02722","HAOMLHEB_04067","GMHKIMCO_04122","FEMKLHDF_03733","FAHJDOHN_03757","PKFAGLNB_03802","DHLPIOKO_03327","MMGGOMGI_03540","COBIJBHN_04445","MMKPNOMF_03597"
"phnP","","Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase","11","11","1","1","493","","","","758","758","758","IFAABLLP_00096","KILBOEPI_00104","HAOMLHEB_00364","GMHKIMCO_00335","FEMKLHDF_02285","FAHJDOHN_02955","PKFAGLNB_03355","DHLPIOKO_00097","MMGGOMGI_01726","COBIJBHN_02663","MMKPNOMF_01729"
"cnoX","","Chaperedoxin","11","11","1","2","167","","","","854","854","854","IFAABLLP_04421","KILBOEPI_01288","HAOMLHEB_04446","GMHKIMCO_04469","FEMKLHDF_02517","FAHJDOHN_04145","PKFAGLNB_04208","DHLPIOKO_04341","MMGGOMGI_02362","COBIJBHN_01605","MMKPNOMF_02360"
"fliI_2","","Flagellum-specific ATP synthase","11","11","1","1","4877","","","","1373","1373","1373","IFAABLLP_03699","KILBOEPI_04250","HAOMLHEB_02706","GMHKIMCO_02915","FEMKLHDF_00444","FAHJDOHN_04248","PKFAGLNB_04109","DHLPIOKO_03999","MMGGOMGI_01923","COBIJBHN_04122","MMKPNOMF_01920"
"glpF","","Glycerol uptake facilitator protein","11","11","1","4","94","","","","845","845","845","IFAABLLP_03943","KILBOEPI_04035","HAOMLHEB_03952","GMHKIMCO_04035","FEMKLHDF_04617","FAHJDOHN_03018","PKFAGLNB_03228","DHLPIOKO_03706","MMGGOMGI_03887","COBIJBHN_02789","MMKPNOMF_03944"
"metB","","Cystathionine gamma-synthase","11","11","1","3","43","","","","1160","1160","1160","IFAABLLP_05087","KILBOEPI_05312","HAOMLHEB_03753","GMHKIMCO_03871","FEMKLHDF_03976","FAHJDOHN_03953","PKFAGLNB_04040","DHLPIOKO_04907","MMGGOMGI_04020","COBIJBHN_03946","MMKPNOMF_04094"
"nadB","","L-aspartate oxidase","11","11","1","1","3651","","","","1622","1622","1622","IFAABLLP_00375","KILBOEPI_01446","HAOMLHEB_00636","GMHKIMCO_00445","FEMKLHDF_01887","FAHJDOHN_01075","PKFAGLNB_00957","DHLPIOKO_01950","MMGGOMGI_01624","COBIJBHN_02354","MMKPNOMF_01627"
"yejM","","Inner membrane protein YejM","11","11","1","1","6533","","","","1760","1760","1760","IFAABLLP_03143","KILBOEPI_03239","HAOMLHEB_01763","GMHKIMCO_01876","FEMKLHDF_00712","FAHJDOHN_00742","PKFAGLNB_00300","DHLPIOKO_04431","MMGGOMGI_00737","COBIJBHN_02884","MMKPNOMF_00726"
"rihB","","Pyrimidine-specific ribonucleoside hydrolase RihB","11","11","1","1","6562","","","","941","941","941","IFAABLLP_03116","KILBOEPI_03212","HAOMLHEB_01790","GMHKIMCO_01903","FEMKLHDF_00684","FAHJDOHN_00769","PKFAGLNB_00327","DHLPIOKO_03797","MMGGOMGI_00765","COBIJBHN_02910","MMKPNOMF_00698"
"group_6127","","hypothetical protein","11","11","1","1","5273","","","","536","536","536","IFAABLLP_00566","KILBOEPI_01720","HAOMLHEB_04518","GMHKIMCO_04583","FEMKLHDF_00183","FAHJDOHN_02190","PKFAGLNB_02784","DHLPIOKO_02920","MMGGOMGI_00182","COBIJBHN_00502","MMKPNOMF_00182"
"ydiB","","Quinate/shikimate dehydrogenase","11","11","1","1","5315","","","","866","866","866","IFAABLLP_00530","KILBOEPI_00598","HAOMLHEB_00689","GMHKIMCO_00660","FEMKLHDF_00147","FAHJDOHN_03709","PKFAGLNB_03753","DHLPIOKO_02603","MMGGOMGI_00146","COBIJBHN_00539","MMKPNOMF_00146"
"araC","","Arabinose operon regulatory protein","11","11","1","1","5498","","","","878","878","878","IFAABLLP_01361","KILBOEPI_03351","HAOMLHEB_01403","GMHKIMCO_01328","FEMKLHDF_01370","FAHJDOHN_00146","PKFAGLNB_00102","DHLPIOKO_00946","MMGGOMGI_01108","COBIJBHN_01055","MMKPNOMF_01110"
"mdtJ","","Spermidine export protein MdtJ","11","11","1","1","3292","","","","365","365","365","IFAABLLP_00413","KILBOEPI_00696","HAOMLHEB_00809","GMHKIMCO_00780","FEMKLHDF_00023","FAHJDOHN_02506","PKFAGLNB_02905","DHLPIOKO_04513","MMGGOMGI_00023","COBIJBHN_03381","MMKPNOMF_00023"
"ycjO","","Inner membrane ABC transporter permease protein YcjO","11","11","1","1","6313","","","","881","881","881","IFAABLLP_02198","KILBOEPI_02422","HAOMLHEB_00060","GMHKIMCO_00172","FEMKLHDF_01953","FAHJDOHN_03240","PKFAGLNB_02560","DHLPIOKO_01575","MMGGOMGI_02170","COBIJBHN_03809","MMKPNOMF_02148"
"cydC","","Glutathione/L-cysteine transport system ATP-binding/permease protein CydC","11","11","1","1","2978","","","","1721","1721","1721","IFAABLLP_01865","KILBOEPI_03634","HAOMLHEB_02796","GMHKIMCO_02955","FEMKLHDF_02469","FAHJDOHN_00599","PKFAGLNB_00823","DHLPIOKO_01368","MMGGOMGI_02040","COBIJBHN_00147","MMKPNOMF_02037"
"prmB","","Ribosomal protein uL3 glutamine methyltransferase","11","11","1","1","1893","","","","932","932","932","IFAABLLP_01154","KILBOEPI_04941","HAOMLHEB_01053","GMHKIMCO_01024","FEMKLHDF_03523","FAHJDOHN_01338","PKFAGLNB_01433","DHLPIOKO_01190","MMGGOMGI_03406","COBIJBHN_00820","MMKPNOMF_03463"
"kbaZ","","D-tagatose-1,6-bisphosphate aldolase subunit KbaZ","11","11","1","1","1654","","","","1280","1280","1280","IFAABLLP_00963","KILBOEPI_00370","HAOMLHEB_00975","GMHKIMCO_00833","FEMKLHDF_00979","FAHJDOHN_00431","PKFAGLNB_00684","DHLPIOKO_00370","MMGGOMGI_00470","COBIJBHN_03330","MMKPNOMF_00473"
"yjiA","","Zinc chaperone YjiA","11","11","1","1","2538","","","","956","956","956","IFAABLLP_02954","KILBOEPI_03041","HAOMLHEB_03099","GMHKIMCO_03238","FEMKLHDF_01288","FAHJDOHN_04412","PKFAGLNB_04374","DHLPIOKO_02808","MMGGOMGI_00889","COBIJBHN_03188","MMKPNOMF_00891"
"bcr","","Bicyclomycin resistance protein","11","11","1","1","6539","","","","1190","1190","1190","IFAABLLP_03137","KILBOEPI_03233","HAOMLHEB_01769","GMHKIMCO_01882","FEMKLHDF_00706","FAHJDOHN_00748","PKFAGLNB_00306","DHLPIOKO_04425","MMGGOMGI_00743","COBIJBHN_02890","MMKPNOMF_00720"
"zntA","","Zinc/cadmium/lead-transporting P-type ATPase","11","11","1","1","5913","","","","2198","2198","2198","IFAABLLP_00752","KILBOEPI_00880","HAOMLHEB_01180","GMHKIMCO_01157","FEMKLHDF_01646","FAHJDOHN_01459","PKFAGLNB_01673","DHLPIOKO_00775","MMGGOMGI_01312","COBIJBHN_00725","MMKPNOMF_01315"
"ftsP","","Cell division protein FtsP","11","11","1","1","1771","","","","1412","1412","1412","IFAABLLP_01081","KILBOEPI_00251","HAOMLHEB_00857","GMHKIMCO_00951","FEMKLHDF_00864","FAHJDOHN_00316","PKFAGLNB_00570","DHLPIOKO_00252","MMGGOMGI_00585","COBIJBHN_01533","MMKPNOMF_00358"
"glnD","","Bifunctional uridylyltransferase/uridylyl-removing enzyme","11","11","1","1","5398","","","","2672","2672","2672","IFAABLLP_02567","KILBOEPI_02235","HAOMLHEB_02341","GMHKIMCO_02333","FEMKLHDF_01476","FAHJDOHN_00038","PKFAGLNB_00210","DHLPIOKO_02135","MMGGOMGI_01214","COBIJBHN_03123","MMKPNOMF_01216"
"dppB","","Dipeptide transport system permease protein DppB","11","11","1","3","34","","","","1019","1019","1019","IFAABLLP_04267","KILBOEPI_04285","HAOMLHEB_03760","GMHKIMCO_03864","FEMKLHDF_03985","FAHJDOHN_03894","PKFAGLNB_03897","DHLPIOKO_04033","MMGGOMGI_05050","COBIJBHN_02465","MMKPNOMF_05128"
"waaY","","Lipopolysaccharide core heptose(II) kinase WaaY","11","11","1","1","1122","","","","707","707","707","IFAABLLP_03040","KILBOEPI_03127","HAOMLHEB_03024","GMHKIMCO_03333","FEMKLHDF_02106","FAHJDOHN_01676","PKFAGLNB_02098","DHLPIOKO_02976","MMGGOMGI_02404","COBIJBHN_01345","MMKPNOMF_02520"
"gloC","","Hydroxyacylglutathione hydrolase GloC","11","11","1","1","2890","","","","647","647","647","IFAABLLP_01907","KILBOEPI_03591","HAOMLHEB_03705","GMHKIMCO_03788","FEMKLHDF_02512","FAHJDOHN_00641","PKFAGLNB_00781","DHLPIOKO_01410","MMGGOMGI_02083","COBIJBHN_00062","MMKPNOMF_02080"
"motA","","Motility protein A","11","11","1","1","5075","","","","887","887","887","IFAABLLP_02420","KILBOEPI_02680","HAOMLHEB_02663","GMHKIMCO_02872","FEMKLHDF_00350","FAHJDOHN_03306","PKFAGLNB_01884","DHLPIOKO_02541","MMGGOMGI_01829","COBIJBHN_00325","MMKPNOMF_01826"
"dapF","","Diaminopimelate epimerase","11","11","1","5","49","","","","824","824","824","IFAABLLP_02858","KILBOEPI_02849","HAOMLHEB_02935","GMHKIMCO_03144","FEMKLHDF_03135","FAHJDOHN_02873","PKFAGLNB_03165","DHLPIOKO_02713","MMGGOMGI_03135","COBIJBHN_02563","MMKPNOMF_03324"
"yfeZ","","Inner membrane protein YfeZ","11","11","1","1","3761","","","","449","449","449","IFAABLLP_00230","KILBOEPI_00797","HAOMLHEB_00491","GMHKIMCO_00590","FEMKLHDF_01737","FAHJDOHN_00928","PKFAGLNB_01104","DHLPIOKO_01832","MMGGOMGI_01474","COBIJBHN_02262","MMKPNOMF_01477"
"gabP","","Gamma-aminobutyric acid permease","11","11","1","1","2428","","","","1400","1400","1400","IFAABLLP_04763","KILBOEPI_04829","HAOMLHEB_04746","GMHKIMCO_04751","FEMKLHDF_04681","FAHJDOHN_04327","PKFAGLNB_04324","DHLPIOKO_00757","MMGGOMGI_04508","COBIJBHN_03255","MMKPNOMF_04625"
"gutQ","","Arabinose 5-phosphate isomerase GutQ","11","11","1","1","2388","","","","965","965","965","IFAABLLP_01655","KILBOEPI_01417","HAOMLHEB_01458","GMHKIMCO_01572","FEMKLHDF_03261","FAHJDOHN_01912","PKFAGLNB_02256","DHLPIOKO_00710","MMGGOMGI_03784","COBIJBHN_01295","MMKPNOMF_03841"
"rutB","","Ureidoacrylate amidohydrolase RutB","11","11","1","1","3425","","","","695","695","695","IFAABLLP_04550","KILBOEPI_04661","HAOMLHEB_04568","GMHKIMCO_04610","FEMKLHDF_03884","FAHJDOHN_03381","PKFAGLNB_03443","DHLPIOKO_04366","MMGGOMGI_04088","COBIJBHN_03445","MMKPNOMF_04203"
"yejB","","Inner membrane ABC transporter permease protein YejB","11","11","1","1","6543","","","","1094","1094","1094","IFAABLLP_03133","KILBOEPI_03229","HAOMLHEB_01773","GMHKIMCO_01886","FEMKLHDF_00702","FAHJDOHN_00752","PKFAGLNB_00310","DHLPIOKO_04421","MMGGOMGI_00747","COBIJBHN_02894","MMKPNOMF_00716"
"ucpA","","Oxidoreductase UcpA","11","11","1","1","3753","","","","551","791","769","IFAABLLP_00223","KILBOEPI_00804","HAOMLHEB_00483","GMHKIMCO_00598","FEMKLHDF_01730","FAHJDOHN_00921","PKFAGLNB_01111","DHLPIOKO_01839","MMGGOMGI_01467","COBIJBHN_02254","MMKPNOMF_01470"
"mepS_1","","Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase","11","11","1","1","5294","","","","464","464","464","IFAABLLP_00547","KILBOEPI_00580","HAOMLHEB_00671","GMHKIMCO_00642","FEMKLHDF_00163","FAHJDOHN_03727","PKFAGLNB_03770","DHLPIOKO_02585","MMGGOMGI_00162","COBIJBHN_00520","MMKPNOMF_00162"
"fliM","","Flagellar motor switch protein FliM","11","11","1","1","4873","","","","1004","1004","1004","IFAABLLP_03695","KILBOEPI_04246","HAOMLHEB_02710","GMHKIMCO_02919","FEMKLHDF_00448","FAHJDOHN_04244","PKFAGLNB_04113","DHLPIOKO_03995","MMGGOMGI_01927","COBIJBHN_04126","MMKPNOMF_01924"
"yijD","","Inner membrane protein YijD","11","11","1","3","54","","","","359","359","359","IFAABLLP_04773","KILBOEPI_04884","HAOMLHEB_04812","GMHKIMCO_04876","FEMKLHDF_03949","FAHJDOHN_03978","PKFAGLNB_04065","DHLPIOKO_04556","MMGGOMGI_03993","COBIJBHN_03918","MMKPNOMF_04121"
"hemW","","Heme chaperone HemW","11","11","1","1","281","","","","1136","1136","1136","IFAABLLP_01780","KILBOEPI_01682","HAOMLHEB_01595","GMHKIMCO_01708","FEMKLHDF_03184","FAHJDOHN_01262","PKFAGLNB_01308","DHLPIOKO_00573","MMGGOMGI_03329","COBIJBHN_03679","MMKPNOMF_02681"
"degS","","Serine endoprotease DegS","11","11","1","1","1553","","","","1067","1067","1067","IFAABLLP_01950","KILBOEPI_01868","HAOMLHEB_02033","GMHKIMCO_02019","FEMKLHDF_01084","FAHJDOHN_02096","PKFAGLNB_02676","DHLPIOKO_01453","MMGGOMGI_00365","COBIJBHN_02044","MMKPNOMF_00578"
"ydhX_1","","putative ferredoxin-like protein YdhX","11","11","1","1","469","","","","671","671","671","IFAABLLP_00113","KILBOEPI_00087","HAOMLHEB_00347","GMHKIMCO_00318","FEMKLHDF_02309","FAHJDOHN_02972","PKFAGLNB_03372","DHLPIOKO_00114","MMGGOMGI_01702","COBIJBHN_02645","MMKPNOMF_01705"
"waaP","","Lipopolysaccharide core heptose(I) kinase WaaP","11","11","1","1","1124","","","","797","797","797","IFAABLLP_03038","KILBOEPI_03129","HAOMLHEB_03026","GMHKIMCO_03331","FEMKLHDF_02108","FAHJDOHN_01678","PKFAGLNB_02096","DHLPIOKO_02978","MMGGOMGI_02406","COBIJBHN_01347","MMKPNOMF_02522"
"astC","","Succinylornithine transaminase","11","11","1","1","5250","","","","1220","1220","1220","IFAABLLP_03553","KILBOEPI_01743","HAOMLHEB_00245","GMHKIMCO_02518","FEMKLHDF_00206","FAHJDOHN_02214","PKFAGLNB_02761","DHLPIOKO_02897","MMGGOMGI_00205","COBIJBHN_00478","MMKPNOMF_00205"
"psiE","","Protein PsiE","11","11","1","1","417","","","","410","410","410","IFAABLLP_00164","KILBOEPI_00036","HAOMLHEB_00296","GMHKIMCO_00267","FEMKLHDF_02358","FAHJDOHN_03460","PKFAGLNB_03578","DHLPIOKO_00165","MMGGOMGI_01653","COBIJBHN_03516","MMKPNOMF_01656"
"pheT","","Phenylalanine--tRNA ligase beta subunit","11","11","1","1","5286","","","","2387","2387","2387","IFAABLLP_00553","KILBOEPI_01707","HAOMLHEB_04531","GMHKIMCO_04570","FEMKLHDF_00169","FAHJDOHN_02177","PKFAGLNB_02797","DHLPIOKO_02933","MMGGOMGI_00168","COBIJBHN_00514","MMKPNOMF_00168"
"hemB","","Delta-aminolevulinic acid dehydratase","11","11","1","2","351","","","","974","974","974","IFAABLLP_00931","KILBOEPI_05536","HAOMLHEB_02892","GMHKIMCO_03101","FEMKLHDF_02645","FAHJDOHN_02532","PKFAGLNB_01750","DHLPIOKO_02166","MMGGOMGI_02614","COBIJBHN_03871","MMKPNOMF_02480"
